Urdu,RomanUrdu
وہ قیس اب جسے مجنوں پکارتے ہیں فرازؔ,vo qais ab jise majnoon pukaarte hain faraaz
کہہ دے کویی عزیز من فصل بہار ہو چکی,kah de koee azeezeman faslebahaar ho chukee
پہلے ہنس کے ملتے ہیں پہر نظر چراتے ہیں,pahle hans ke milte hain phir nazar churaate hain
اپنا شاید یہی تہا جرم اے دوست,apnaa shaayad yahee thaa jurm ai dost
در پردہ انہیں غیر سے ہے ربط نہانی,darparda unhen hair se hai rabtenihaanee
یعنی میرے بعد بہی یعنی سانس لیے جاتے ہوں گے,yaanee mere baad bhee yaanee saans liye jaate honge
کہ اتنا تنگ جا کر کوچہ دلبر میں اویں گے,ki itnaa tang jaa kar koochaedilbar men aavenge
اس بت کے در پہ غیر سے اکبرؔ نے کہہ دیا,is but ke dar pe hair se akbar ne kah diyaa
کہیں ایسا نہ ہو یاں بہی وہی کافر صنم نکلے,kaheen aisaa na ho yaan bhee vahee kaafirsanam nikle
اثر سوز محبت کا قیامت بے محابا ہے,asar sozemohabbat kaa qayaamat bemuhaabaa hai
لطف سوز و گداز کیا جانیں,lutfesozogudaaz kyaa jaanen
ہر کسی کو چراغ پا کیجے,har kisee ko charaa hpaa kiije
جب اغاز الفت ہی میں جل رہا ہے,jab aa haazeulfat hee men jal rahaa hai
الزام یہ بہی چاند کے سر جانا چاہیے,ilzaam ye bhee chaand ke sar jaanaa chaahiye
نگاہ گرم کرسمس میں بہی رہی ہم پر,nigaahegarm christmas men bhee rahee ham par
یہ شاعری یہ کتابیں یہ ایتیں دل کی,ye shaairee ye kitaaben ye aayaten dil kee
سوز دروں سے اپنے شرر بن گیے ہیں اشک,sozedaroon se apne sharar ban gae hain ashk
ہر ایک سنتا تہا لیکن کویی ہلا بہی نہیں,har ek suntaa thaa lekin koee hilaa bhee naheen
میں اپنے ہاتہ سے اس کی دلہن سجاوں گی,main apne haath se us kee dulhan sajaaoongee
قلم سے حرف جو نکلے شرر ہی یک قلم نکلے,qalam se harf jo nikle sharar hee yakqalam nikle
کہولی ہیں ذوق دید نے انکہیں تری اگر,kholee hain zauqedeed ne aankhen tiree agar
پہر کہیں اور مبتلا ہو جاییں,phir kaheen aur mubtalaa ho jaaen
اس کی محفل میں انہیں کی روشنی جن کے چراغ,us kee mahfil men unheen kee raushnee jin ke charaa h
ہم کو چہیڑوگے تو پچہتاوگے,ham ko chhedoge to pachhtaaoge
داغؔ سے کہہ دو اب نہ گہبراو,daa h se kah do ab na ghabraao
مرے فریب میں کیوں ا گیا ہے طایر تو,mire fareb men kyuun aa gayaa hai taair too
بس مجہے یوں ہی اک خیال ایا,bas mujhe yoonhee ik khayaal aayaa
زمانہ صاحب زر اور صرف شاعر تو,zamaana saahabezar aur sirf shaaer too
زندگی ہجر کی کہانی ہے,zindagee hijr kee kahaanee hai
ذرا اپنے لیے انسو بہا لیں,zaraa apne liye aansoo bahaa len
غضب ہے وہ ہمیں بہولا ہوا ہے,hazab hai vo hamen bhoolaa huaa hai
جناب شیخ اگر عاشق خدا ہوتے,janaabeshaikh agar aashiqekhudaa hote
ہماری جان تہی جاں پر وبال ویسے ہی,hamaaree jaan thee jaan par vabaal vaise hee
وفاداری میں شیخ و برہمن کی ازمایش ہے,vafaadaaree men shaikh o barhaman kee aazmaaish hai
جنگ کے فیصلے میداں میں کہاں ہوتے ہیں,jang ke faisle maidaan men kahaan hote hain
مرے خدا کسی ایسی جگہ اسے رکہنا,mire khudaa kisee aisee jagah use rakhnaa
بوریا یک نیستاں عالم بلند اوازہ تہا,boriyaa yak neestaanaalam buland aavaaza thaa
گرمیاں ہیں کچہ ابہی سوختہ سامانوں میں,garmiyaan hain kuchh abhee sokhtasaamaanon men
عشق اک میرؔ بہاری پتہر ہے,ishq ik meer bhaaree patthar hai
لگاوٹیں وہ ترے حسن بے نیاز کی اہ,lagaavten vo tire husnebeniyaaz kee aah
ہم ہی کر بیٹہے تہے غالبؔ پیش دستی ایک دن,ham hee kar baithe the haalib peshdastee ek din
چور ہے دل میں کچہ نہ کچہ یارو,chor hai dil men kuchh na kuchh yaaro
عشق میں کیا نقصان نفع ہے ہم کو کیا سمجہاتے ہو,ishq men kyaa nuqsaan nafaa hai ham ko kyaa samjhaate ho
تمہیں ناز ہو نہ کیونکر کہ لیا ہے داغؔ کا دل,tumhen naaz ho na kyoonkar ki liyaa hai daa h kaa dil
جہاں میں واشد خاطر کے ساماں ہو گیے لاشے,jahaan men vaashudekhaatir ke saamaan ho gae laashe
مجہ کو واللہ ہنساتا ہے رلانا تیرا,mujh ko vallaah hansaataa hai rulaanaa teraa
ابہی حیات کا ماحول خوش گوار نہیں,abhee hayaat kaa maahaul khushgavaar naheen
بوڑہی انکہوں کی تصویر بنانے دے,boodhee aankhon kee tasveer banaane de
تم کو کب نظر ایی غم زدوں کی تنہایی زیست بے اماں کیا ہے تم نہ جان پاو گے,tum ko kab nazar aaee hamzadon kee tanhaaee ziist beamaan kyaa hai tum na jaan paaoge
جس دن وہ ملنے ایی ہے اس دن کی روداد یہ ہے,jis din vo milne aaee hai us din kee roodaad ye hai
نے تیر کماں میں ہے نہ صیاد کمیں میں,ne tiir kamaan men hai na sayyaad kameen men
تہی وطن میں شان کیا غالبؔ کہ ہو غربت میں قدر,thee vatan men shaan kyaa haalib ki ho hurbat men qadr
جانے کیوں تیرے لیے دل کو دہڑکنا دیکہوں,jaane kyuun tere liye dil ko dhdaknaa dekhoon
برکت جو نہیں ہوتی نیت کی خرابی ہے,barakat jo naheen hotee niyyat kee kharaabee hai
زینت مقدمہ ہے مصیبت کا دہر میں,zeenat muqaddama hai museebat kaa dahr men
اپ سے تم تم سے تو ہونے لگی,aap se tum tum se too hone lagee
لاکہ تلواریں بڑہی اتی ہوں گردن کی طرف,laakh talvaaren badhee aatee hon gardan kee taraf
دو گہڑی ملتا جو سکوں صاحب,doghadee miltaa jo sukoon saahab
پوشیدہ راز عشق چلا جایے تہا سو اج,posheeda raazeishq chalaa jaae thaa sau aaj
بحث کیا تہی اسی کو بہول گیا,bahs kyaa thee usee ko bhuul gayaa
وحشت شور تماشا ہے کہ جوں نکہت گل,vahshateshoretamaashaa hai ki juun nikhategul
سعادت خاں ہے لڑکا وضع کر لیتا ہے برساتی,saaadat khaan hai ladkaa vaza kar letaa hai barsaatee
اس اہ سرد اور اس چشم تر سے کچہ نہ ہوا,is aahesard aur is chashmetar se kuchh na huaa
اس رات اندہاری میں مت بہول پڑوں تجہ سوں,is raat andhaaree men mat bhuul padoon tujh suun
کہ میری خواب بندی کے لیے ہوگا فسوں وہ بہی,ki meree khvaabbandee ke liye hogaa fusoon vo bhee
پاوں میرا کلبۂ احزاں میں اب رہتا نہیں,paanv meraa kalbaeahzaan men ab rahtaa naheen
تب ناز گراں مایگی اشک بجا ہے,tab naazegiraan maaigieashk bajaa hai
ہر ایک ذرۂ عاشق ہے افتاب پرست,har ek zarraeaashiq hai aaftaabparast
پر کیا کریں کہ اب کے سفر ہی عجیب تہا,par kyaa karen ki ab ke safar hee ajiib thaa
اے کیمیایے عشق مجہے کیا بنا دیا,ai keemiyaaeishq mujhe kyaa banaa diyaa
دل میں تہوڑا سا جانتا کچہ ہوں,dil men thodaa saa jaantaa kuchh huun
خوں ہے مری نگاہ میں رنگ ادایے گل,khuun hai miree nigaah men rangeadaaegul
یہ جہاں عجب جہاں ہے نہ قفس نہ اشیانہ,ye jahaan ajab jahaan hai na qafas na aashiyaana
خوش ہو اے دل کہ محبت تو نبہا دی تو نے,khush ho ai dil ki mohabbat to nibhaa dee too ne
تری نگاہ سہارا نہ دے تو بات ہے اور,tiree nigaah sahaaraa na de to baat hai aur
کہ شکستہ ہو تو عزیز تر ہے نگاہ اینہ ساز میں,ki shikasta ho to azeeztar hai nigaaheaaeenasaaz men
بزور اہ پہنچا تجہ گلی میں,bazoreaah pahunchaa tujh galee men
مگر ساقی کے ہاتہوں میں نہیں پیمانۂ الا,magar saaqee ke haathon men naheen paimaanaeillaa
نہ ہمت نہ قسمت نہ دل ہے نہ انکہیں,na himmat na qismat na dil hai na aankhen
قضا کے سامنے بے کار ہوتے ہیں حواس اکبرؔ,qazaa ke saamne bekaar hote hain havaas akbar
مگر بد نام خلقت ہو رہی تہی,magar badnaam khilqat ho rahee thee
اس راہ میں اے راہی ہر موڑ بہانا ہے,is raah men ai raahee har mod bahaanaa hai
غالبؔ گر اس سفر میں مجہے ساتہ لے چلیں,haalib gar is safar men mujhe saath le chalen
دیکہ کے میری بے خودی چلنے لگی ہوا کہ یوں,dekh ke meree bekhudee chalne lagee havaa ki yuun
کہاں ثواب کہاں کیا عذاب ہوتا ہے,kahaan savaab kahaan kyaa azaab hotaa hai
ا ا کے تصور میں نہ تڑپاییں تو سوییں,aa aa ke tasavvur men na tadpaaen to soen
ڈرو تمہارا بہی اک دن حساب لے گا لہو,daro tumhaaraa bhee ik din hisaab legaa lahoo
نے بہاگنے کی گوں نہ اقامت کی تاب ہے,ne bhaagne kee guun na iqaamat kee taab hai
میں پا سکا نہ کبہی اس خلش سے چہٹکارا,main paa sakaa na kabhee is khalish se chhutkaaraa
ہاتہ اٹہایے کویی جس طرح دعا مانگے ہے,haath uthaae koee jis tarah duaa maange hai
کشایش کو ہمارا عقدۂ مشکل پسند ایا,kushaayish ko hamaaraa uqdaemushkilpasand aayaa
یقیں کا راستہ طے کرنے والے,yaqeen kaa raasta tai karne vaale
یہ شہر مجہ کو تو یارو کویی بہنور سا لگے,ye shahr mujh ko to yaaro koee bhanvar saa lage
مجہ کو حیرت ہے اس کی قدرت پر,mujh ko hairat hai us kee qudrat par
اور وہ سمجہے نہیں یہ خاموشی کیا چیز ہے,aur vo samjhe naheen ye khaamoshee kyaa chiiz hai
اس جفا پر تمہیں تمنا ہے,is jafaa par tumhen tamannaa hai
لیکن انکہیں روزن دیوار زنداں ہو گییں,lekin aankhen rauzanedeevaarezindaan ho gaiin
زندگی ہم ترے ہاتہوں سے نہ مارے جاییں,zindagee ham tire haathon se na maare jaaen
کیجیے بیاں سرور تپ غم کہاں تلک,keejiye bayaan surooretape ham kahaan talak
کیا بتاوں کیسا خود کو در بدر میں نے کیا,kyaa bataaoon kaisaa khud ko darbadar main ne kiyaa
یاں دل میں ضعف سے ہوس یار بہی نہیں,yaan dil men zoaf se havaseyaar bhee naheen
مزیل عقل ہے دنیا کی دولت اے منعم,muzeeleaql hai duniyaa kee daulat ai munim
خود کو تیرے درد کا پردا سمجہ بیٹہے تہے ہم,khud ko tere dard kaa pardaa samajh baithe the ham
نرخ تو کیا پوچہتا ہے اب تو قیمت کہل گیی,narkh too kyaa poochhtaa hai ab to qeemat khul gaee
ہے کچہ ایسا کہ اس کی جلوت میں,hai kuchh aisaa ki us kee jalvat men
سبزۂ خط سے ترا کاکل سرکش نہ دبا,sabzaekhat se tiraa kaakulesarkash na dabaa
یہ تودہ ریت کا ہے بیچ دریا,ye tuuda ret kaa hai beach dariyaa
جو مجہے تجہ سے جدا کرتی ہے,jo mujhe tujh se judaa kartee hai
دریا ہوا ہے گم تو سمندر تلاش کر,dariyaa huaa hai gum to samundar talaash kar
عذر انے میں بہی ہے اور بلاتے بہی نہیں,uzr aane men bhee hai aur bulaate bhee naheen
قد کے جہکنے کی بہی گنجایش مرے تن میں نہیں,qad ke jhukne kee bhee gunjaaish mire tan men naheen
ہاں منہ سے مگر بادۂ دوشینہ کی بو ایے,haan munh se magar baadaedosheenaa kee boo aae
کہہ دو کویی ساقی سے کہ ہم مرتے ہیں پیاسے,kah do koee saaqee se ki ham marte hain pyaase
ہر بوالہوس نے حسن پرستی شعار کی,har bulhavas ne husnparastee shiaar kee
کویی ایسے مکاں سے اٹہتا ہے,koee aise makaan se uthtaa hai
کویے جاناں میں سوگ برپا ہے,kooejaanaan men sog barpaa hai
پر اسے الودۂ حرص و ہوا پاتے ہیں ہم,par use aaloodaehirsohavaa paate hain ham
وہ لوگ ہی ہر دور میں محبوب رہے ہیں,vo log hee har daur men mahboob rahe hain
سیکہا ہوں میکدہ میں طریق فروتنی,seekhaa huun maikade men tareeqefarotanee
اب ترا کام ہے بس اہل وفا کا پانا,ab tiraa kaam hai bas ahlevafaa kaa paanaa
نہ جانے دل مرا کس طرح توڑا پہلواں ہو کر,na jaane dil miraa kis tarah todaa pahlvaan ho kar
اس کا سایا لگتا ہوں,us kaa saayaa lagtaa huun
کب وہ سنتا ہے کہانی میری,kab vo suntaa hai kahaanee meree
ابرو سے ہے کیا اس نگہ ناز کو پیوند,abroo se hai kyaa us nigahenaaz ko paivand
جنون اینہ مشتاق یک تماشا ہے,junooneaaina mushtaaqeyaktamaashaa hai
مرے خیال سے انکہوں میں پل تو سکتی ہے,mire khayaal se aankhon men pal to saktee hai
دل کی بازی ہو تو جی جان سے ہارے جاییں,dil kee baazee ho to jee jaan se haare jaaen
سنوں وہ باتیں جو ہوش اڑاییں اسی لیے ہیں یہ کان باقی,sunoon vo baaten jo hosh udaaen isee liye hain ye kaan baaqee
نہ صلے کی نہ ستایش کی تمنا ہم کو,na sile kee na sataaish kee tamannaa ham ko
جب وقت پڑے دیجیے دستک در دل پر,jab vaqt pade deejiye dastak daredil par
ملے جو یار کی شوخی سے اس کی بے چینی,mile jo yaar kee shokhee se us kee bechainee
جب وہ اتا ہے تب نہیں اتا,jab vo aataa hai tab naheen aataa
یہ خواب ہے خوشبو ہے کہ جہونکا ہے کہ پل ہے,ye khvaab hai khushboo hai ki jhonkaa hai ki pal hai
مر گیے ہم مگر ترا ارمان,mar gae ham magar tiraa armaan
شام تک صبح کی نظروں سے اتر جاتے ہیں,shaam tak subh kee nazron se utar jaate hain
ترے تسخیر کرنے میں سریجن,tire taskheer karne men sireejan
کیا فرض ہے کہ سب کو ملے ایک سا جواب,kyaa farz hai ki sab ko mile ek saa javaab
سانس لیتے ہویے بہی ڈرتا ہوں,saans lete hue bhee dartaa huun
مطلب یہ ہے کہ دامن پر نم ملے تمہیں,matlab ye hai ki daamanepurnam mile tumhen
کیا پانی کے مول ا کر مالک نے گہر بیچا,kyaa paanee ke mol aa kar maalik ne guhar bechaa
اس زلف کے خیال سے ازاد ہم ہویے,us zulf ke khayaal se aazaad ham hue
ادہر پچہلے سے اہل مال و زر پر رات بہاری ہے,udhar pichhle se ahlemaalozar par raat bhaaree hai
پہر وہی خیر نگاہی ہے ترے جلووں سے,phir vahee khairnigaahee hai tire jalvon se
دل لے کے سر عرصۂ غم ا تو گیے ہم,dil le ke sarearsae ham aa to gae ham
جو بے ثباتی دہر خراب سمجہے ہیں,jo besabaatiedahrekharaab samjhe hain
دنیا کے مشوروں پہ نہ جا اس گلی میں چل,duniyaa ke mashvaron pe na jaa us galee men chal
اج ان سے مجبورا تازہ اشنایی کی,aaj un se majbooran taaza aashnaaee kee
جب بہی لوٹے پیار سے لوٹے پہول نہ پا کر گلشن میں,jab bhee laute pyaar se laute phuul na paa kar gulshan men
محفل میں کس نے اپ کو دل میں چہپا لیا,mahfil men kis ne aap ko dil men chhupaa liyaa
اباد ہم اشفتہ سروں سے نہیں مقتل,aabaad ham aashuftasaron se naheen maqtal
اتش مویے دماغ شوق ہے تیرا تپاک,aatishemooedimaa heshauq hai teraa tapaak
ہو ملاقات تو صفایی سے,ho mulaaqaat to safaaee se
مجہے میرے سوا سب لوگ سمجہیں,mujhe mere sivaa sab log samjhen
زلف جو رخ پر ترے اے مہر طلعت کہل گیی,zulf jo rukh par tire ai mehretalat khul gaee
نہ جانے کب سے یہاں وقت ٹل رہا ہے میاں,na jaane kab se yahaan vaqt tal rahaa hai miyaan
نہ ہو جب درد ہی یا رب تو دل کیا ہو جگر کیا ہو,na ho jab dard hee yaarab to dil kyaa ho jigar kyaa ho
