Urdu,RomanUrdu
جسے بہلا نہ سکا اس کو یاد کیا رکہتا,jise bhulaa na sakaa us ko yaad kyaa rakhtaa
جو نام لب پہ رہا ذہن سے اتر بہی گیا,jo naam lab pe rahaa zehn se utar bhee gayaa
پہٹی پہٹی ہویی انکہوں سے یوں نہ دیکہ مجہے,phatee phatee huee aankhon se yuun na dekh mujhe
تجہے تلاش ہے جس شخص کی وہ مر بہی گیا,tujhe talaash hai jis shakhs kee vo mar bhee gayaa
مگر فلک کو عداوت اسی کے گہر سے تہی,magar falak ko adaavat usee ke ghar se thee
جہاں فرازؔ نہ تہا سیل غم ادہر بہی گیا,jahaan faraaz na thaa saile ham udhar bhee gayaa
ہویی ہے شام تو انکہوں میں بس گیا پہر تو,huee hai shaam to aankhon men bas gayaa phir too
کہاں گیا ہے مرے شہر کے مسافر تو,kahaan gayaa hai mire shahr ke musaafir too
مری مثال کہ اک نخل خشک صحرا ہوں,miree misaal ki ik nakhlekhushkesahraa huun
ترا خیال کہ شاخ چمن کا طایر تو,tiraa khayaal ki shaakhechaman kaa taair too
میں جانتا ہوں کہ دنیا تجہے بدل دے گی,main jaantaa huun ki duniyaa tujhe badal degee
میں مانتا ہوں کہ ایسا نہیں بظاہر تو,main maantaa huun ki aisaa naheen bazaahir too
ہنسی خوشی سے بچہڑ جا اگر بچہڑنا ہے,hanseekhushee se bichhad jaa agar bichhadnaa hai
یہ ہر مقام پہ کیا سوچتا ہے اخر تو,ye har maqaam pe kyaa sochtaa hai aakhir too
فضا اداس ہے رت مضمحل ہے میں چپ ہوں,fazaa udaas hai rut muzmahil hai main chup huun
جو ہو سکے تو چلا ا کسی کی خاطر تو,jo ho sake to chalaa aa kisee kee khaatir too
فرازؔ تو نے اسے مشکلوں میں ڈال دیا,faraaz too ne use mushkilon men daal diyaa
زمانہ صاحب زر اور صرف شاعر تو,zamaana saahabezar aur sirf shaaer too
اس قدر مسلسل تہیں شدتیں جدایی کی,is qadar musalsal thiin shiddaten judaaee kee
اج پہلی بار اس سے میں نے بے وفایی کی,aaj pahlee baar us se main ne bevafaaee kee
ورنہ اب تلک یوں تہا خواہشوں کی بارش میں,varna ab talak yuun thaa khvaahishon kee baarish men
یا تو ٹوٹ کر رویا یا غزل سرایی کی,yaa to tuut kar royaa yaa hazalsaraaee kee
تج دیا تہا کل جن کو ہم نے تیری چاہت میں,taj diyaa thaa kal jin ko ham ne teree chaahat men
اج ان سے مجبورا تازہ اشنایی کی,aaj un se majbooran taaza aashnaaee kee
ہو چلا تہا جب مجہ کو اختلاف اپنے سے,ho chalaa thaa jab mujh ko ikhtilaaf apne se
تو نے کس گہڑی ظالم میری ہم نوایی کی,too ne kis ghadee zaalim meree hamnavaaee kee
ترک کر چکے قاصد کویے نامراداں کو,tark kar chuke qaasid kooenaamuraadaan ko
کون اب خبر لاوے شہر اشنایی کی,kaun ab khabar laave shahreaashnaaee kee
طنز و طعنہ و تہمت سب ہنر ہیں ناصح کے,tanz o taana o tohmat sab hunar hain naaseh ke
اپ سے کویی پوچہے ہم نے کیا برایی کی,aap se koee poochhe ham ne kyaa buraaee kee
پہر قفس میں شور اٹہا قیدیوں کا اور صیاد,phir qafas men shor utthaa qaidiyon kaa aur sayyaad
دیکہنا اڑا دے گا پہر خبر رہایی کی,dekhnaa udaa degaa phir khabar rihaaee kee
دکہ ہوا جب اس در پر کل فرازؔ کو دیکہا,dukh huaa jab us dar par kal faraaz ko dekhaa
لاکہ عیب تہے اس میں خو نہ تہی گدایی کی,laakh aib the us men khoo na thee gadaaee kee
اس سے پہلے کہ بے وفا ہو جاییں,is se pahle ki bevafaa ho jaaen
کیوں نہ اے دوست ہم جدا ہو جاییں,kyuun na ai dost ham judaa ho jaaen
تو بہی ہیرے سے بن گیا پتہر,too bhee hiire se ban gayaa patthar
ہم بہی کل جانے کیا سے کیا ہو جاییں,ham bhee kal jaane kyaa se kyaa ho jaaen
تو کہ یکتا تہا بے شمار ہوا,too ki yaktaa thaa beshumaar huaa
ہم بہی ٹوٹیں تو جا بجا ہو جاییں,ham bhee tooten to jaabajaa ho jaaen
ہم بہی مجبوریوں کا عذر کریں,ham bhee majbooriyon kaa uzr karen
پہر کہیں اور مبتلا ہو جاییں,phir kaheen aur mubtalaa ho jaaen
ہم اگر منزلیں نہ بن پایے,ham agar manzilen na ban paae
منزلوں تک کا راستا ہو جاییں,manzilon tak kaa raastaa ho jaaen
دیر سے سوچ میں ہیں پروانے,der se soch men hain parvaane
راکہ ہو جاییں یا ہوا ہو جاییں,raakh ho jaaen yaa havaa ho jaaen
عشق بہی کہیل ہے نصیبوں کا,ishq bhee khel hai naseebon kaa
خاک ہو جاییں کیمیا ہو جاییں,khaak ho jaaen keemiyaa ho jaaen
اب کے گر تو ملے تو ہم تجہ سے,ab ke gar too mile to ham tujh se
ایسے لپٹیں تری قبا ہو جاییں,aise lipten tiree qabaa ho jaaen
بندگی ہم نے چہوڑ دی ہے فرازؔ,bandagee ham ne chhod dee hai faraaz
کیا کریں لوگ جب خدا ہو جاییں,kyaa karen log jab khudaa ho jaaen
جب بہی دل کہول کے رویے ہوں گے,jab bhee dil khol ke roe honge
لوگ ارام سے سویے ہوں گے,log aaraam se soe honge
بعض اوقات بہ مجبوری دل,baaz auqaat bamajbooreeedil
ہم تو کیا اپ بہی رویے ہوں گے,ham to kyaa aap bhee roe honge
صبح تک دست صبا نے کیا کیا,subh tak dastesabaa ne kyaa kyaa
پہول کانٹوں میں پرویے ہوں گے,phuul kaanton men piroe honge
وہ سفینے جنہیں طوفاں نہ ملے,vo safeene jinhen toofaan na mile
ناخداوں نے ڈبویے ہوں گے,naakhudaaon ne duboe honge
رات بہر ہنستے ہویے تاروں نے,raat bhar hanste hue taaron ne
ان کے عارض بہی بہگویے ہوں گے,un ke aariz bhee bhigoe honge
کیا عجب ہے وہ ملے بہی ہوں فرازؔ,kyaa ajab hai vo mile bhee hon faraaz
ہم کسی دہیان میں کہویے ہوں گے,ham kisee dhyaan men khoe honge
جس سمت بہی دیکہوں نظر اتا ہے کہ تم ہو,jis samt bhee dekhoon nazar aataa hai ki tum ho
اے جان جہاں یہ کویی تم سا ہے کہ تم ہو,ai jaanejahaan ye koee tum saa hai ki tum ho
یہ خواب ہے خوشبو ہے کہ جہونکا ہے کہ پل ہے,ye khvaab hai khushboo hai ki jhonkaa hai ki pal hai
یہ دہند ہے بادل ہے کہ سایا ہے کہ تم ہو,ye dhund hai baadal hai ki saayaa hai ki tum ho
اس دید کی ساعت میں کیی رنگ ہیں لرزاں,is diid kee saaat men kaee rang hain larzaan
میں ہوں کہ کویی اور ہے دنیا ہے کہ تم ہو,main huun ki koee aur hai duniyaa hai ki tum ho
دیکہو یہ کسی اور کی انکہیں ہیں کہ میری,dekho ye kisee aur kee aankhen hain ki meree
دیکہوں یہ کسی اور کا چہرہ ہے کہ تم ہو,dekhoon ye kisee aur kaa chehra hai ki tum ho
یہ عمر گریزاں کہیں ٹہہرے تو یہ جانوں,ye umregurezaan kaheen thahre to ye jaanoon
ہر سانس میں مجہ کو یہی لگتا ہے کہ تم ہو,har saans men mujh ko yahee lagtaa hai ki tum ho
ہر بزم میں موضوع سخن دل زدگاں کا,har bazm men mauzooesukhan dilzadagaan kaa
اب کون ہے شیریں ہے کہ لیلی ہے کہ تم ہو,ab kaun hai sheereen hai ki lailaa hai ki tum ho
اک درد کا پہیلا ہوا صحرا ہے کہ میں ہوں,ik dard kaa phailaa huaa sahraa hai ki main huun
اک موج میں ایا ہوا دریا ہے کہ تم ہو,ik mauj men aayaa huaa dariyaa hai ki tum ho
وہ وقت نہ ایے کہ دل زار بہی سوچے,vo vaqt na aae ki dilezaar bhee soche
اس شہر میں تنہا کویی ہم سا ہے کہ تم ہو,is shahr men tanhaa koee ham saa hai ki tum ho
اباد ہم اشفتہ سروں سے نہیں مقتل,aabaad ham aashuftasaron se naheen maqtal
یہ رسم ابہی شہر میں زندہ ہے کہ تم ہو,ye rasm abhee shahr men zinda hai ki tum ho
اے جان فرازؔ اتنی بہی توفیق کسے تہی,ai jaane faraaz itnee bhee taufeeq kise thee
ہم کو غم ہستی بہی گوارا ہے کہ تم ہو,ham ko hamehastee bhee gavaaraa hai ki tum ho
جو غیر تہے وہ اسی بات پر ہمارے ہویے,jo hair the vo isee baat par hamaare hue
کہ ہم سے دوست بہت بے خبر ہمارے ہویے,ki ham se dost bahut bekhabar hamaare hue
کسے خبر وہ محبت تہی یا رقابت تہی,kise khabar vo mohabbat thee yaa raqaabat thee
بہت سے لوگ تجہے دیکہ کر ہمارے ہویے,bahut se log tujhe dekh kar hamaare hue
اب اک ہجوم شکستہ دلاں ہے ساتہ اپنے,ab ik hujoomeshikastadilaan hai saath apne
جنہیں کویی نہ ملا ہم سفر ہمارے ہویے,jinhen koee na milaa hamsafar hamaare hue
کسی نے غم تو کسی نے مزاج غم بخشا,kisee ne ham to kisee ne mizaaje ham bakhshaa
سب اپنی اپنی جگہ چارہ گر ہمارے ہویے,sab apnee apnee jagah chaaragar hamaare hue
بجہا کے طاق کی شمعیں نہ دیکہ تاروں کو,bujhaa ke taaq kee shamen na dekh taaron ko
اسی جنوں میں تو برباد گہر ہمارے ہویے,isee junoon men to barbaad ghar hamaare hue
وہ اعتماد کہاں سے فرازؔ لاییں گے,vo e timaad kahaan se faraaz laaenge
کسی کو چہوڑ کے وہ اب اگر ہمارے ہویے,kisee ko chhod ke vo ab agar hamaare hue
جز ترے کویی بہی دن رات نہ جانے میرے,juz tire koee bhee din raat na jaane mere
تو کہاں ہے مگر اے دوست پرانے میرے,too kahaan hai magar ai dost puraane mere
تو بہی خوشبو ہے مگر میرا تجسس بے کار,too bhee khushboo hai magar meraa tajassus bekaar
برگ اوارہ کی مانند ٹہکانے میرے,bargeaavaara kee maanind thikaane mere
شمع کی لو تہی کہ وہ تو تہا مگر ہجر کی رات,shama kee lau thee ki vo too thaa magar hijr kee raat
دیر تک روتا رہا کویی سرہانے میرے,der tak rotaa rahaa koee sirhaane mere
خلق کی بے خبری ہے کہ مری رسوایی,khalq kee bekhabaree hai ki miree rusvaaee
لوگ مجہ کو ہی سناتے ہیں فسانے میرے,log mujh ko hee sunaate hain fasaane mere
لٹ کے بہی خوش ہوں کہ اشکوں سے بہرا ہے دامن,lut ke bhee khush huun ki ashkon se bharaa hai daaman
دیکہ غارت گر دل یہ بہی خزانے میرے,dekh haaratgaredil ye bhee khazaane mere
اج اک اور برس بیت گیا اس کے بغیر,aaj ik aur baras biit gayaa us ke ba hair
جس کے ہوتے ہویے ہوتے تہے زمانے میرے,jis ke hote hue hote the zamaane mere
کاش تو بہی میری اواز کہیں سنتا ہو,kaash too bhee meree aavaaz kaheen suntaa ho
پہر پکارا ہے تجہے دل کی صدا نے میرے,phir pukaaraa hai tujhe dil kee sadaa ne mere
کاش تو بہی کبہی ا جایے مسیحایی کو,kaash too bhee kabhee aa jaae maseehaaee ko
لوگ اتے ہیں بہت دل کو دکہانے میرے,log aate hain bahut dil ko dukhaane mere
کاش اوروں کی طرح میں بہی کبہی کہہ سکتا,kaash auron kee tarah main bhee kabhee kah saktaa
بات سن لی ہے مری اج خدا نے میرے,baat sun lee hai miree aaj khudaa ne mere
تو ہے کس حال میں اے زود فراموش مرے,too hai kis haal men ai zoodfaraamosh mire
مجہ کو تو چہین لیا عہد وفا نے میرے,mujh ko to chheen liyaa ahdevafaa ne mere
چارہ گر یوں تو بہت ہیں مگر اے جان فرازؔ,chaaraagar yuun to bahut hain magar ai jaane faraaz
جز ترے اور کویی زخم نہ جانے میرے,juz tire aur koee zakhm na jaane mere
کروں نہ یاد مگر کس طرح بہلاوں اسے,karoon na yaad magar kis tarah bhulaaoon use
غزل بہانہ کروں اور گنگناوں اسے,hazal bahaana karoon aur gungunaaoon use
وہ خار خار ہے شاخ گلاب کی مانند,vo khaar khaar hai shaakhegulaab kee maanind
میں زخم زخم ہوں پہر بہی گلے لگاوں اسے,main zakhm zakhm huun phir bhee gale lagaaoon use
یہ لوگ تذکرے کرتے ہیں اپنے لوگوں کے,ye log tazkire karte hain apne logon ke
میں کیسے بات کروں اب کہاں سے لاوں اسے,main kaise baat karoon ab kahaan se laaoon use
مگر وہ زود فراموش زود رنج بہی ہے,magar vo zoodfaraamosh zoodranj bhee hai
کہ روٹہ جایے اگر یاد کچہ دلاوں اسے,ki ruuth jaae agar yaad kuchh dilaaoon use
وہی جو دولت دل ہے وہی جو راحت جاں,vahee jo daulatedil hai vahee jo raahatejaan
تمہاری بات پہ اے ناصحو گنواوں اسے,tumhaaree baat pe ai naaseho ganvaaoon use
جو ہم سفر سر منزل بچہڑ رہا ہے فرازؔ,jo hamsafar saremanzil bichhad rahaa hai faraaz
عجب نہیں ہے اگر یاد بہی نہ اوں اسے,ajab naheen hai agar yaad bhee na aauun use
کٹہن ہے راہ گزر تہوڑی دور ساتہ چلو,kathin hai raahguzar thodee duur saath chalo
بہت کڑا ہے سفر تہوڑی دور ساتہ چلو,bahut kadaa hai safar thodee duur saath chalo
تمام عمر کہاں کویی ساتہ دیتا ہے,tamaam umr kahaan koee saath detaa hai
یہ جانتا ہوں مگر تہوڑی دور ساتہ چلو,ye jaantaa huun magar thodee duur saath chalo
نشے میں چور ہوں میں بہی تمہیں بہی ہوش نہیں,nashe men chuur huun main bhee tumhen bhee hosh naheen
بڑا مزہ ہو اگر تہوڑی دور ساتہ چلو,badaa maza ho agar thodee duur saath chalo
یہ ایک شب کی ملاقات بہی غنیمت ہے,ye ek shab kee mulaaqaat bhee haneemat hai
کسے ہے کل کی خبر تہوڑی دور ساتہ چلو,kise hai kal kee khabar thodee duur saath chalo
ابہی تو جاگ رہے ہیں چراغ راہوں کے,abhee to jaag rahe hain charaa h raahon ke
ابہی ہے دور سحر تہوڑی دور ساتہ چلو,abhee hai duur sahar thodee duur saath chalo
طواف منزل جاناں ہمیں بہی کرنا ہے,tavaafemanzilejaanaan hamen bhee karnaa hai
فرازؔ تم بہی اگر تہوڑی دور ساتہ چلو,faraaz tum bhee agar thodee duur saath chalo
خاموش ہو کیوں داد جفا کیوں نہیں دیتے,khaamosh ho kyuun daadejafaa kyuun naheen dete
بسمل ہو تو قاتل کو دعا کیوں نہیں دیتے,bismil ho to qaatil ko duaa kyuun naheen dete
وحشت کا سبب روزن زنداں تو نہیں ہے,vahshat kaa sabab rauzanezindaan to naheen hai
مہر و مہ و انجم کو بجہا کیوں نہیں دیتے,mehr o mah o anjum ko bujhaa kyuun naheen dete
اک یہ بہی تو انداز علاج غم جاں ہے,ik ye bhee to andaazeilaaje hamejaan hai
اے چارہ گرو درد بڑہا کیوں نہیں دیتے,ai chaaragaro dard badhaa kyuun naheen dete
منصف ہو اگر تم تو کب انصاف کرو گے,munsif ho agar tum to kab insaaf karoge
مجرم ہیں اگر ہم تو سزا کیوں نہیں دیتے,mujrim hain agar ham to sazaa kyuun naheen dete
رہزن ہو تو حاضر ہے متاع دل و جاں بہی,rahzan ho to haazir hai mataaedilojaan bhee
رہبر ہو تو منزل کا پتہ کیوں نہیں دیتے,rahbar ho to manzil kaa pata kyuun naheen dete
کیا بیت گیی اب کے فرازؔ اہل چمن پر؟,kyaa biit gaee ab ke faraaz ahlechaman par
یاران قفس مجہ کو صدا کیوں نہیں دیتے,yaaraaneqafas mujh ko sadaa kyuun naheen dete
کیا ایسے کم سخن سے کویی گفتگو کرے,kyaa aise kamsukhan se koee guftugoo kare
جو مستقل سکوت سے دل کو لہو کرے,jo mustaqil sukoot se dil ko lahoo kare
اب تو ہمیں بہی ترک مراسم کا دکہ نہیں,ab to hamen bhee tarkemaraasim kaa dukh naheen
پر دل یہ چاہتا ہے کہ اغاز تو کرے,par dil ye chaahtaa hai ki aa haaz too kare
تیرے بغیر بہی تو غنیمت ہے زندگی,tere ba hair bhee to haneemat hai zindagee
خود کو گنوا کے کون تری جستجو کرے,khud ko ganvaa ke kaun tiree justujoo kare
اب تو یہ ارزو ہے کہ وہ زخم کہاییے,ab to ye aarzoo hai ki vo zakhm khaaiye
